-9.158212404615386770e-01,-8.206985316638326644e-01,-8.348313889505570851e-01,-8.131798155344063250e-01,-4.877793232153277425e-01,-5.937141627796784782e-01,-9.783268137063634295e-01,-8.564409976018352300e-01,-9.493335266370899195e-01,-9.518399668123199708e-01,-1.152387451223103737e-01,-9.680393469002819273e-01,-9.746502964875947139e-01,-9.063456943332718341e-01,-1.578722108619479148e-01,-1.838809031445218789e-01,-5.997724943766455930e-01,-8.360709726383630525e-01,-8.008756043237823530e-01,3.386997326838182554e-01,-9.125663573599309686e-01,-9.571319093181653859e-01,-5.988271079908296102e-01,-9.518423423958933816e-01,-9.208680333333756352e-01,-9.069677271127449814e-01,-8.930543124954479772e-01,-7.723468586823141191e-01,-1.918504027859302685e-01,-3.631516734303671945e-01
-9.366311081250104920e-01,-8.394340105399868968e-01,-8.540150483077121324e-01,-8.317882015676461016e-01,-4.988158727167027462e-01,-6.071609519109706365e-01,-1.000679853697031607e+00,-8.759913885972134828e-01,-9.708506582778422267e-01,-9.735731530139123402e-01,-1.178667103635465535e-01,-9.899698176922984150e-01,-9.966633082445006675e-01,-9.270387427042722228e-01,-1.614876783991028852e-01,-1.879825429780911383e-01,-6.133382162676566107e-01,-8.551503635733903597e-01,-8.192415043662308882e-01,3.462441780921575174e-01,-9.333957015469211971e-01,-9.789088395463050318e-01,-6.124373846863229165e-01,-9.735189756115490978e-01,-9.416928775954118702e-01,-9.275822637046033936e-01,-9.133851792346299181e-01,-7.899207114184967349e-01,-1.961590367814722013e-01,-3.713207348991217627e-01
-3.867028586319017358e-01,-3.443242256822940384e-01,-3.470615020499159264e-01,-3.400370130142262304e-01,-2.071604693337740777e-01,-2.518117816106347218e-01,-4.099712364339235249e-01,-3.593464742296710313e-01,-4.022320236633433743e-01,-3.992449911520864481e-01,-4.841925648191743037e-02,-4.104281498525246819e-01,-4.149403863445276786e-01,-3.801975973703342060e-01,-6.594417154168770445e-02,-7.959129079894856906e-02,-2.548460906435643381e-01,-3.509522481422278073e-01,-3.338983285209584095e-01,1.468722395532573999e-01,-3.829527591851252799e-01,-4.034246839831324705e-01,-2.527678394826496922e-01,-4.006853011276716447e-01,-3.913688516963579334e-01,-3.828158958736468942e-01,-3.761151620791853833e-01,-3.255084321889291088e-01,-8.229769036676012894e-02,-1.554424916463084672e-01
-8.696661920683668168e-01,-7.791443541850375798e-01,-7.922831738294279225e-01,-7.719075224197982088e-01,-4.633009130414967314e-01,-5.638899845040523662e-01,-9.287491009026058730e-01,-8.130793935258495697e-01,-9.016098088210253714e-01,-9.036370528344915831e-01,-1.094100745682086845e-01,-9.193988674383524184e-01,-9.258267460763205392e-01,-8.604497441806296942e-01,-1.498533189670105958e-01,-1.747837100209896632e-01,-5.696845303158751816e-01,-7.937540186740568160e-01,-7.601411307100294223e-01,3.219666016253841523e-01,-8.663681111963521531e-01,-9.088319736920091874e-01,-5.686403240245083701e-01,-9.037648595762491910e-01,-8.746797677356208389e-01,-8.612459114151767015e-01,-8.479616596541601492e-01,-7.333690988709542502e-01,-1.822941089262735959e-01,-3.450331811115043834e-01
-1.352112874468479053e-01,-1.179020736693240090e-01,-1.152229958743831162e-01,-1.151508043944469706e-01,-7.378147723981991202e-02,-8.930454318360309118e-02,-1.398301072866540706e-01,-1.230759400666699976e-01,-1.421930204731783332e-01,-1.365949237376745673e-01,-1.665975093261879564e-02,-1.453938572033020571e-01,-1.489085689977486526e-01,-1.301178115884076003e-01,-2.225049572443470874e-02,-3.002212184213623458e-02,-9.090152512292642983e-02,-1.203738474959536731e-01,-1.119426134439845955e-01,5.569605044208812694e-02,-1.312258101697031665e-01,-1.402459609259169571e-01,-8.828481989953035347e-02,-1.387186882896394580e-01,-1.396962852082606898e-01,-1.336849412429936268e-01,-1.304124165126716584e-01,-1.131247732502742021e-01,-3.022695398710362885e-02,-5.671768776441661608e-02
-3.870389649749488847e-01,-3.446268279569520976e-01,-3.473713430204143915e-01,-3.403375625746935529e-01,-2.073387239172607699e-01,-2.520289646890536694e-01,-4.103322670107991677e-01,-3.596622383915993870e-01,-4.025795532366010510e-01,-3.995960102866195074e-01,-4.846170152775677864e-02,-4.107823553889752843e-01,-4.152959250245766842e-01,-3.805318169303499864e-01,-6.600256602991655397e-02,-7.965753760009364193e-02,-2.550651946402507364e-01,-3.512604050425235380e-01,-3.341949616182881555e-01,1.469940921280801782e-01,-3.832891800992787035e-01,-4.037764096404090619e-01,-2.529876630971943929e-01,-4.010354068581600817e-01,-3.917051999308892585e-01,-3.831488473666380679e-01,-3.764435319362738896e-01,-3.257922726953622616e-01,-8.236728039199187057e-02,-1.555744325803303796e-01
-8.705506601539014788e-01,-7.799406558915714660e-01,-7.930985242554642323e-01,-7.726984223830208887e-01,-4.637699922286519505e-01,-5.644615045171477163e-01,-9.296991574241633138e-01,-8.139103309049222634e-01,-9.025243372810931586e-01,-9.045607641191159010e-01,-1.095217692422621597e-01,-9.203309637798555709e-01,-9.267623506020357116e-01,-8.613292471727941324e-01,-1.500069848000957773e-01,-1.749580393146601409e-01,-5.702611052496455724e-01,-7.945649374480906468e-01,-7.609217244510544376e-01,3.222872582145871467e-01,-8.672534070797250916e-01,-9.097575442001537560e-01,-5.692187926417591193e-01,-9.046861672265972265e-01,-8.755648723616502593e-01,-8.621220774729545511e-01,-8.488257690792109234e-01,-7.341160287475110291e-01,-1.824772359563409385e-01,-3.453803853453192296e-01
-6.476138100808526143e-01,-5.792268064425587504e-01,-5.875833014236701013e-01,-5.733461230661058838e-01,-3.455350461299440123e-01,-4.204055758103592555e-01,-6.902302474981352187e-01,-6.044662990307180239e-01,-6.720105431440586141e-01,-6.717323698117889652e-01,-8.136828444086402490e-02,-6.853890526607773204e-01,-6.909361751996839773e-01,-6.396438863217072113e-01,-1.112743528915547814e-01,-1.310170263578519789e-01,-4.249310456713398798e-01,-5.901667459192894150e-01,-5.641671861505979102e-01,2.414633470738359877e-01,-6.441079043197014409e-01,-6.764605185855244729e-01,-4.234114158633858760e-01,-6.724636270626443979e-01,-6.524675774571966347e-01,-6.412778160953780393e-01,-6.310204728906056992e-01,-5.458467213203748170e-01,-1.363186872035363761e-01,-2.578649402041641725e-01
-8.871393504692524079e-01,-7.948757367874423885e-01,-8.083908744682257730e-01,-7.875321905821224266e-01,-4.725678329832916913e-01,-5.751806798738650084e-01,-9.475179952951382489e-01,-8.294950230812996317e-01,-9.196768266210244569e-01,-9.218854824351733201e-01,-1.116166649067308475e-01,-9.378129484960389117e-01,-9.443101332621093302e-01,-8.778248144036066014e-01,-1.528890728695142531e-01,-1.782276820670560258e-01,-5.810750884519114701e-01,-8.097741695655178429e-01,-7.755621937271595101e-01,3.283013506876352183e-01,-8.838576232034229818e-01,-9.271171332862357950e-01,-5.800682929297447110e-01,-9.219658040464487891e-01,-8.921655013476157414e-01,-8.785550586454913269e-01,-8.650326214068191355e-01,-7.481251135433670818e-01,-1.859118851424912122e-01,-3.518923936417538978e-01
-7.552182558074078678e-01,-6.761049246743693342e-01,-6.867788881287777425e-01,-6.695670648497640265e-01,-4.026032510332241965e-01,-4.899367383662083797e-01,-8.058141866849020118e-01,-7.055581954721276139e-01,-7.832721360225500806e-01,-7.841111457325693479e-01,-9.495706586633405333e-02,-7.987879551554630808e-01,-8.047618836174201817e-01,-7.466442784608100514e-01,-1.299693482980279202e-01,-1.522259397444519768e-01,-4.950771902105075561e-01,-6.888231775489647157e-01,-6.591342722607123061e-01,2.804744489033592636e-01,-7.518130599859724761e-01,-7.890654877626277486e-01,-4.937879460598919024e-01,-7.845499766785427598e-01,-7.601494647424145157e-01,-7.478722365765053670e-01,-7.361480826375075281e-01,-6.367182594549691821e-01,-1.585979337814809320e-01,-3.001058302312776815e-01
